英文名称,中文名称,制裁日期,是否母公司,是否上市,股票代码,备注,所在清单
Hefei Bitland Information Technology Co. Ltd.,合肥宝龙达信息技术有限公司,2020/07/22;2022/06/21,1,0;2,,内地企业,EL;UFLPA
Hefei Meiling Co. Ltd.,合肥美菱集团控股有限公司,2020/07/22,1,1,521.0,内地企业,EL
Hetian Haolin Hair Accessories Co. Ltd,和田浩林发饰品有限公司,2020/07/22,0,0,,内地企业,EL
"Hetian Taida Apparel Co., Ltd.",和田市泰达服装有限公司,2020/07/22;2022/06/21,0,0,,内地企业,EL;UFLPA
Jiangsu Jinchuang Holding Group,江苏今创控股集团有限公司,2020/07/22,2,0,,内地企业,EL
KTK Group,今创集团股份有限公司,2020/07/22,,,,港企,EL
Nanjing Synergy Textiles Co. Ltd.,南京新一棉纺织印染有限公司,2020/07/22,0,0,,内地企业,EL
"Tanyuan Technology Co. Ltd.,",碳元科技股份有限公司,2020/07/22,2,2,603133.0,内地企业,EL
Xinjiang Silk Road Huada Gene Technology,新疆丝路华大基因科技有限公司,2020/07/22,1,1,300676.0,内地企业,EL
PENG Jiarui,,2020/07/31,,,,个人,SDN
SUN Jinlong,,2020/07/31,,,,个人,SDN
XINJIANG PRODUCTION AND CONSTRUCTION CORPS,新疆生产建设兵团,2020/07/31,,,,机关,SDN
"CHENG, Teresa",,2020/08/07,,,,个人,SDN
"LAM, Carrie",,2020/08/07,,,,个人,SDN
"LEE, John Ka-chiu",,2020/08/07,,,,个人,SDN
"LO, Stephen",,2020/08/07,,,,个人,SDN
"LUO, Huining",,2020/08/07,,,,个人,SDN
"TANG, Chris",,2020/08/07,,,,个人,SDN
"TSANG, Erick",,2020/08/07,,,,个人,SDN
XIA Baolong,"Director, Hong Kong and Macao Affairs Office of the State Council",2020/08/07;2020/10/14,,,,个人,SDN
ZHANG Xiaoming,"Deputy Director, Hong Kong and Macao Affairs Office of the State Council",2020/08/07;2020/10/14,,,,个人,SDN
ZHENG Yanxiong,"Director, Office for Safeguarding National Security in Hong Kong",2020/08/07;2020/10/14,,,,个人,SDN
Huawei Cloud Beijing,北京华为云计算技术有限公司,2020/08/20;2022/02/03;2022/09/09,1,0,,内地企业,EL
"Huawei Cloud Computing Technology, Huawei Cloud Data Center",华为云计算中心,2020/08/20;2022/02/03;2022/09/09,,,,研究所,EL
Huawei Cloud Dalian,大连云创互联网服务有限责任公司,2020/08/20;2022/02/03;2022/09/09,1,0,,内地企业,EL
Huawei Cloud Guangzhou,华为技术有限公司广州分公司,2020/08/20;2022/02/03;2022/09/09,1,0,,内地企业,EL
Huawei Cloud Guiyang,华为云计算技术有限公司,2020/08/20;2022/02/03;2022/09/09,1,0,,内地企业,EL
Huawei Cloud Hong Kong,,2020/08/20;2022/02/03;2022/09/09,1,0,,港企,EL
Huawei Cloud Shanghai,华为云计算技术有限公司上海分公司,2020/08/20;2022/02/03;2022/09/09,1,0,,内地企业,EL
Huawei Cloud Shenzhen,深圳华为云计算技术有限公司,2020/08/20;2022/02/03;2022/09/09,1,0,,内地企业,EL
Huawei OpenLab Suzhou,华为苏州Openlab,2020/08/20;2022/02/03;2022/09/09,1,0,,研究所,EL
Wulanchabu Huawei Cloud Computing Technology,乌兰察布华为云计算技术有限公司,2020/08/20;2022/02/03;2022/09/09,1,0,,内地企业,EL
"ALLYRISE TECHNOLOGY GROUP CO., LIMITED",,2020/08/25,,,,港企,SDN
ZHANG Taotao,,2020/08/25,,,,个人,SDN
"Beijing Huanjia Telecommunication Co., Ltd.",北京环佳通信技术有限公司,2020/08/27,1,0,,内地企业,EL
"Changzhou Guoguang Data Communications Co., Ltd.,",常州国光数据通信有限公司,2020/08/27,1,0,,内地企业,EL
China Communications Construction Company Dredging Group Co. Ltd.,中交疏浚（集团）股份有限公司,2020/08/27,1,1,601800.0,内地企业,EL
China Communications Construction Company Guangzhou Waterway Bureau,中交广州航道局有限公司,2020/08/27,1,1,601800.0,内地企业,EL
China Communications Construction Company Second Navigation Engineering Bureau,中交第二航务工程局有限公司,2020/08/27,1,1,601800.0,内地企业,EL
China Communications Construction Company Shanghai Waterway Bureau,中交上海航道局有限公司,2020/08/27,1,1,601800.0,内地企业,EL
China Communications Construction Company Tianjin Waterway Bureau,中交天津航道局有限公司,2020/08/27,1,1,601800.0,内地企业,EL
"China Electronics Technology Group Corporation, 30th Research Institute","中国电子科技集团公司第三十研究所
（西南通信研究所）",2020/08/27,,,,研究所,EL
"China Electronics Technology Group Corporation, 7th Research Institute (CETC–7)",中国电子科技集团公司第七研究所,2020/08/27,,,,研究所,EL
"Chongxin Bada Technology Development Co., Ltd.,",北京崇新八达科技开发有限公司,2020/08/27,2,0,,内地企业,EL
"Guangzhou Guangyou Communications Equipment Co., Ltd.",广州广有通信设备有限公司,2020/08/27,1,1,300711.0,内地企业,EL
"Guangzhou Haige Communication Group Co., Ltd.",广州海格通信集团股份有限公司,2020/08/27,2,2,2465.0,内地企业,EL
"Guangzhou Hongyu Technology Co., Ltd.",广州市弘宇科技有限公司,2020/08/27,2,0,,内地企业,EL
"Guangzhou Tongguang Communication Technology Co., Ltd.",中国电子科技集团公司第七研究所凯尔实验室,2020/08/27,,,,研究所,EL
"Guilin Changhai Development Co., Ltd.",桂林长海发展有限责任公司,2020/08/27,1,0,,内地企业,EL
"Hubei Guangxing Communications Technology Co., Ltd.",湖北广兴通信科技有限公司,2020/08/27,2,0,,内地企业,EL
MTech Industrial Limited,,2020/08/27,,,,港企,EL
Peaceful Vision (Lianyungang) Electronic Co.,珩星电子（连云港）股份有限公司,2020/08/27;2020/12/23,2,0,,内地企业,EL
"Shaanxi Changling Electronic Technology Co., Ltd.,",陕西长岭电子科技有限责任公司,2020/08/27,2,0,,内地企业,EL
"Shanghai Cable Offshore Engineering Co., Ltd.",上海爱缆海洋工程有限公司,2020/08/27,,,,内地企业,EL
"Shanghai Fengjin Electronic Technology Co., Ltd.,",上海锋金电子科技有限公司,2020/08/27,1,0,,内地企业,EL
Taihe Electric (Hong Kong) Limited,,2020/08/27;2020/12/23,,,,港企,EL
"Telixin Electronics Technology Co., Ltd.",北京特立信电子技术股份有限公司,2020/08/27,1,1,688132.0,内地企业,EL
"Tianjin 764 Avionics Technology Co., Ltd.",天津七六四航空电子技术有限公司,2020/08/27,1,0,,内地企业,EL
"Tianjin 764 Communication and Navigation Technology Co., Ltd.",天津七六四通信导航技术有限公司,2020/08/27,1,1,600590.0,内地企业,EL
"Tianjin Broadcasting Equipment Co., Ltd.",天津广播器材有限公司,2020/08/27,1,0,,内地企业,EL
"Wuhan Mailite Communication Co., Ltd.",武汉迈力特通信有限公司,2020/08/27,1,0,,内地企业,EL
"Xi'an Overland Science and Technology Co., Ltd.",西安沃兰科技有限责任公司,2020/08/27,1,0,,内地企业,EL
China Academy of Launch Vehicle Technology (CALT),中国运载火箭技术研究院,2020/08/28,,,,研究所,CMCC
China Communications Construction Company (CCCC),中国交通建设集团有限公司,2020/08/28,2,1,601800,内地企业,CMCC
China Electronics Corporation (CEC),中国电子信息产业集团有限公司,2020/08/28;2021/06/03,2,0,,内地企业,CMC;CMIC;CMCC
China National Chemical Corporation (ChemChina),中国化工集团有限公司,2020/08/28,1,0,,内地企业,CMCC
"China National Chemical Engineering Group Co., Ltd. (CNCEC)",中国化学工程集团有限公司,2020/08/28,2,0,,内地企业,CMCC
China Spacesat,中国东方红卫星股份有限公司,2020/08/28;2021/06/03,1,2,600118,内地企业,CMIC;CMCC
"China State Construction Group Co., Ltd.",中国建筑集团有限公司,2020/08/28,2,1,601668,内地企业,CMCC
China Three Gorges Corporation Limited,中国长江三峡集团有限公司,2020/08/28,2,1,600900,内地企业,CMCC
China United Network Communications Group Co Ltd,中国联合网络通信集团有限公司,2020/08/28,2,1,600050,内地企业,CMCC
hina Nuclear Engineering & Construction Corporation (CNECC),中国核工业建设股份有限公司,2020/08/28;2021/06/03,1,2,601611,内地企业,CMIC;CMCC
Sinochem Group Co Ltd,中国中化集团有限公司,2020/08/28,1,1,600500,内地企业,CMCC
DINRIN LIMITED,,2020/09/03,,,,港企,SDN
DYNAPEX ENERGY LIMITED,,2020/09/03,,,,港企,SDN
JINGHO TECHNOLOGY CO. LIMITED,,2020/09/03,,,,港企,SDN
LIN Zuoyou,Director,2020/09/03,,,,个人,SDN
NEW FAR INTERNATIONAL LOGISTICS LIMITED,,2020/09/03,,,,港企,SDN
SHI Min,Director,2020/09/03,,,,个人,SDN
SINO ENERGY SHIPPING HONGKONG LIMITED,,2020/09/03,,,,港企,SDN
ZHIHANG SHIP MANAGEMENT SHANGHAI CO LTD,上海智航船舶管理有限公司,2020/09/03,0,0,,内地企业,SDN
Hong Kong Fung Tak Enterprise,,2020/09/22,,,,港企,EL
"Oriental Logistics Group LTD,",东方超捷国际货运代理（深圳）有限公司,2020/09/22;2020/12/23;2022/06/30,1,0,,内地企业,EL
Roin Luo,,2020/09/22,,,,个人,EL
"Shenzhen Iprogift Technology Co., Ltd",,2020/09/22,,,,港企,EL
Shenzhen Shunjinxin Import & Export Co. Ltd.,深圳市顺金鑫进出口有限公司,2020/09/22,0,0,,内地企业,EL
Suki Zhan,,2020/09/22,,,,个人,EL
Tungsten Online (Xiamen) Manu and Sales Corp.,厦门中钨在线科技有限公司,2020/09/23,0,0,,内地企业,ISN
AW Industrial Ltd.,,2020/10/09,,,,港企,UVL
Emax Technology Co. Ltd. HK,,2020/10/09,,,,港企,UVL
Fortune International Trading,,2020/10/09,,,,港企,UVL
Kenwoo International Trade Company,,2020/10/09,,,,港企,UVL
Sun Yat-Sen University,,2020/10/09,,,,高校,UVL
Xiang Cheng Gao Trading (HK) Ltd.,,2020/10/09,,,,港企,UVL
CHEN Eric,"Chief Executive Officer, Reach Group; Director, Reach Shipping Lines",2020/10/19,,,,个人,SDN
DELIGHT SHIPPING COMPANY LIMITED,,2020/10/19,,,,港企,SDN
GRACIOUS SHIPPING COMPANY LIMITED,,2020/10/19,,,,港企,SDN
HE Daniel Y.,"President, Reach Group",2020/10/19,,,,个人,SDN
NOBLE SHIPPING COMPANY LIMITED,,2020/10/19,,,,港企,SDN
"REACH HOLDING GROUP SHANGHAI CO., LTD.",仁达投资控股集团（上海）有限公司,2020/10/19,0,0,,内地企业,SDN
"REACH SHIPPING LINES HONG KONG CO., LIMITED",,2020/10/19,,,,港企,SDN
SUPREME SHIPPING COMPANY LIMITED,,2020/10/19,,,,港企,SDN
BINRIN LIMITED,,2020/10/29,,,,港企,SDN
ELFO ENERGY HOLDING LIMITED,,2020/10/29,,,,港企,SDN
GLORY ADVANCED LIMITED,,2020/10/29,,,,港企,SDN
"JANE SHANG CO., LIMITED",,2020/10/29,,,,港企,SDN
SIBSHUR LIMITED,,2020/10/29,,,,港企,SDN
WEI Lin Na,Director of Binrin Limited,2020/10/29,,,,个人,SDN
DING Zhongli,"Vice-Chairperson, 13th National People's Congress Standing Committee",2020/11/07;2021/03/17,,,,个人,SDN
DENG Zhonghua,,2020/11/09;2021/03/17,,,,个人,SDN
LAU Edwina,,2020/11/09;2021/03/17,,,,个人,SDN
LI Jiangzhou,,2020/11/09;2021/03/17,,,,个人,SDN
LI Kwai-wah,,2020/11/09;2021/03/17,,,,个人,SDN
"DES INTERNATIONAL CO., LTD.",,2020/11/10,,,,港企,SDN
"NAZ TECHNOLOGY CO., LTD.",鼐实鑫电子（深圳）有限公司,2020/11/10,1,0,,内地企业,SDN
"PROMA INDUSTRY CO., LTD.",,2020/11/10,,,,港企,SDN
"SOLTECH INDUSTRY CO., LTD.",,2020/11/10,,,,港企,SDN
CEIEC,中国电子进出口有限公司,2020/11/30,,,,内地企业,SDN
CHINA NATIONAL ELECTRONIC IMPORT-EXPORT COMPANY,中国电子进出口有限公司,2020/11/30,1,0,,内地企业,SDN
"China Construction Technology Co, Ltd. (CCTC)",中国建设科技集团,2020/12/03,2,0,,内地企业,CMCC
China International Engineering Consulting Corp. (CIECC),中国国际工程咨询有限公司,2020/12/03,2,0,,内地企业,CMCC
China National Offshore Oil Corp. (CNOOC),中国海洋石油集团有限公司,2020/12/03,2,1,600938,内地企业,CMCC
Semiconductor Manufacturing International Corp. (SMIC),中芯國際集成電路製造有限公司,2020/12/03,2,2,688981,港企,CMCC
CAI Dafeng,"Vice-Chairperson, 13th National People's Congress Standing Committee",2020/12/07;2021/03/17,,,,个人,SDN
CAO Jianming,"Vice-Chairperson, 13th National People's Congress Standing Committee",2020/12/07;2021/03/17,,,,个人,SDN
CHEN Zhu,"Vice-Chairperson, 13th National People's Congress Standing Committee",2020/12/07;2021/03/17,,,,个人,SDN
CHOLING Padma,"Vice-Chairperson, 13th National People's Congress Standing Committee",2020/12/07;2021/03/17,,,,个人,SDN
HAO Mingjin,"Vice-Chairperson, 13th National People's Congress Standing Committee",2020/12/07;2021/03/17,,,,个人,SDN
IMIRBAKI Arken,"Vice-Chairperson, 13th National People's Congress Standing Committee",2020/12/07;2021/03/17,,,,个人,SDN
JI Bingxuan,"Vice-Chairperson, 13th National People's Congress Standing Committee",2020/12/07;2021/03/17,,,,个人,SDN
SHI Anhui,,2020/12/07;2021/03/17,,,,个人,SDN
WAN Exiang,"Vice-Chairperson, 13th National People's Congress Standing Committee",2020/12/07;2021/03/17,,,,个人,SDN
WANG Chen,"Vice-Chairperson, 13th National People's Congress Standing Committee",2020/12/07;2021/03/17,,,,个人,SDN
WANG Dongming,"Vice-Chairperson, 13th National People's Congress Standing Committee",2020/12/07;2021/03/17,,,,个人,SDN
WU Weihua,"Vice-Chairperson, 13th National People's Congress Standing Committee",2020/12/07;2021/03/17,,,,个人,SDN
ZHANG Chunxian,"Vice-Chairperson, 13th National People's Congress Standing Committee",2020/12/07;2021/03/17,,,,个人,SDN
ALWAYS SMOOTH LTD,,2020/12/08,,,,港企,SDN
GOOD SIBLINGS LTD,,2020/12/08,,,,港企,SDN
SILVER BRIDGE SHIPPING CO-HKG,,2020/12/08,,,,港企,SDN
WEIHAI HUIJIANG TRADE LIMITED,威海市汇江贸易有限公司,2020/12/08,0,0,,内地企业,SDN
"DONGMEI INVESTMENT GROUP CO., LIMITED",,2020/12/09,,,,港企,SDN
DONGHAI INTERNATIONAL SHIP MANAGEMENT LTD,,2020/12/16,,,,港企,SDN
PETROCHEM SOUTH EAST LTD,,2020/12/16,,,,港企,SDN
AGCU Scientech,无锡中德美联生物技术有限公司,2020/12/18,,,,内地企业,EL
"CSSC Huangpu Wenchong Shipbuilding Co., Ltd.",中船黄埔文冲船舶有限公司,2020/12/18,,,,内地企业,EL
"SMIC Semiconductor Manufacturing (Shanghai) Co., Ltd.",中芯国际集成电路制造（上海）有限公司,2020/12/18,,,,内地企业,EL
Beijing Institute of Technology,北京理工大学,2020/12/22;2022/10/13;2023/03/06,,,,高校,EL
Beijing University of Posts and Telecommunications,北京邮电大学,2020/12/22;2023/03/06,,,,高校,EL
"China Communications Construction Company Ltd.,",中国交通建设股份有限公司,2020/12/22,2,2,601800.0,内地企业,EL
China National Scientific Instruments and Materials (CNSIM),中国科学器材有限公司,2020/12/22,1,0,,内地企业,EL
"China State Shipbuilding Corporation, Limited (CSSC) 12th Research Institute",中国船舶工业集团有限公司第十二研究所,2020/12/22,,,,研究所,EL
"China State Shipbuilding Corporation, Limited (CSSC) 701st Research Institute",中国船舶工业集团有限公司701研究所,2020/12/22,,,,研究所,EL
"China State Shipbuilding Corporation, Limited (CSSC) 702nd Research Institute",中国船舶工业集团有限公司702研究所,2020/12/22,,,,研究所,EL
"China State Shipbuilding Corporation, Limited (CSSC) 703rd Research Institute",中国船舶工业集团有限公司703研究所,2020/12/22,,,,研究所,EL
"China State Shipbuilding Corporation, Limited (CSSC) 704th Research Institute",中国船舶工业集团有限公司704研究所,2020/12/22,,,,研究所,EL
"China State Shipbuilding Corporation, Limited (CSSC) 705th Research Institute",中国船舶工业集团有限公司705研究所,2020/12/22,,,,研究所,EL
"China State Shipbuilding Corporation, Limited (CSSC) 707th Research Institute",中国船舶工业集团有限公司707研究所,2020/12/22,,,,研究所,EL
"China State Shipbuilding Corporation, Limited (CSSC) 709th Research Institute",中国船舶工业集团有限公司709研究所,2020/12/22,,,,研究所,EL
"China State Shipbuilding Corporation, Limited (CSSC) 710th Research Institute",中国船舶工业集团有限公司710研究所,2020/12/22,,,,研究所,EL
"China State Shipbuilding Corporation, Limited (CSSC) 711th Research Institute",中国船舶工业集团有限公司711研究所,2020/12/22,,,,研究所,EL
"China State Shipbuilding Corporation, Limited (CSSC) 712th Research Institute",中国船舶工业集团有限公司712研究所,2020/12/22,,,,研究所,EL
"China State Shipbuilding Corporation, Limited (CSSC) 713th Research Institute",中国船舶工业集团有限公司713研究所,2020/12/22,,,,研究所,EL
"China State Shipbuilding Corporation, Limited (CSSC) 715th Research Institute",中国船舶工业集团有限公司715研究所,2020/12/22,,,,研究所,EL
"China State Shipbuilding Corporation, Limited (CSSC) 716th Research Institute",中国船舶工业集团有限公司716研究所,2020/12/22,,,,研究所,EL
"China State Shipbuilding Corporation, Limited (CSSC) 717th Research Institute",中国船舶工业集团有限公司717研究所,2020/12/22,,,,研究所,EL
"China State Shipbuilding Corporation, Limited (CSSC) 718th Research Institute",中国船舶工业集团有限公司718研究所,2020/12/22,,,,研究所,EL
"China State Shipbuilding Corporation, Limited (CSSC) 719th Research Institute",中国船舶工业集团有限公司719研究所,2020/12/22,,,,研究所,EL
"China State Shipbuilding Corporation, Limited (CSSC) 722nd Research Institute",中国船舶工业集团有限公司722研究所,2020/12/22,,,,研究所,EL
"China State Shipbuilding Corporation, Limited (CSSC) 723rd Research Institute",中国船舶工业集团有限公司723研究所,2020/12/22,,,,研究所,EL
"China State Shipbuilding Corporation, Limited (CSSC) 724th Research Institute",中国船舶工业集团有限公司724研究所,2020/12/22,,,,研究所,EL
"China State Shipbuilding Corporation, Limited (CSSC) 725th Research Institute",中国船舶工业集团有限公司725研究所,2020/12/22,,,,研究所,EL
"China State Shipbuilding Corporation, Limited (CSSC) 726th Research Institute",中国船舶工业集团有限公司726研究所,2020/12/22,,,,研究所,EL
"China State Shipbuilding Corporation, Limited (CSSC) 750th Research Institute",中国船舶工业集团有限公司750研究所,2020/12/22,,,,研究所,EL
"China State Shipbuilding Corporation, Limited (CSSC) 760th Research Institute",中国船舶工业集团有限公司760研究所,2020/12/22,,,,研究所,EL
"China State Shipbuilding Corporation, Limited (CSSC) 7th Research Academy",中国船舶工业集团有限公司第七研究院,2020/12/22,,,,研究所,EL
Chong Zhou,,2020/12/22,,,,个人,EL
Chongqing Chuandong Shipbuilding Industry Co Ltd.,重庆川东船舶重工有限责任公司,2020/12/22,1,1,601989.0,内地企业,EL
"Guangxin Shipbuilding and Heavy Industry Co., Ltd",广新海事重工股份有限公司,2020/12/22,1,0,,内地企业,EL
"Guangzhou Taicheng Shipbuilding Industry Co., Ltd.",广州市泰诚船舶工业有限公司,2020/12/22,0,0,,内地企业,EL
Huisui Zhang,,2020/12/22,,,,个人,EL
"Jiangsu Hengxiang Science and Education Equipment Co., Ltd",南京航宇科创发展有限公司,2020/12/22,1,0,,内地企业,EL
Jinping Chen,,2020/12/22,,,,个人,EL
Kuang-Chi Group,光启技术股份有限公司,2020/12/22;2021/07/12,2,2,2625.0,内地企业,EL
"Nanjing Asset Management Co., Ltd.,",南京航空航天大学资产经营有限公司,2020/12/22,0,0,,内地企业,EL
Nanjing University of Aeronautics and Astronautics,南京航空航天大学,2020/12/22;2023/03/06,,,,高校,EL
Nanjing University of Science and Technology,南京理工大学,2020/12/22;2023/03/06,,,,高校,EL
Ningbo Semiconductor International Corporation,中芯集成电路（宁波）有限公司,2020/12/22,1,1,688981.0,内地企业,EL
"ROFS (Tianjin) Microsystems co., LTD",诺思（天津）微系统有限责任公司,2020/12/22,2,0,,内地企业,EL
Semiconductor Manufacturing International (Beijing) Corporation,中芯国际集成电路制造（北京）有限公司,2020/12/22,1,1,688981.0,内地企业,EL
Semiconductor Manufacturing International (Shenzhen) Corporation,中芯国际集成电路制造（深圳）有限公司,2020/12/22,1,1,688981.0,内地企业,EL
Semiconductor Manufacturing International (Tianjin) Corporation,中芯国际集成电路制造（天津）有限公司,2020/12/22,1,1,688981.0,内地企业,EL
Semiconductor Manufacturing International Corporation,中芯国际集成电路制造（上海）有限公司,2020/12/22,1,1,688981.0,内地企业,EL
Semiconductor Manufacturing South China Corporation,中芯南方集成电路制造有限公司,2020/12/22,1,1,688981.0,内地企业,EL
"Shenzhen DJI Innovation Technology Co., Ltd",深圳市大疆创新科技有限公司,2020/12/22;2021/06/01,2,0,,内地企业,EL
SJ Semiconductor,盛合晶微半导体（江阴）有限公司,2020/12/22,1,0,,内地企业,EL
SMIC Holdings Limited,中芯国际控股有限公司,2020/12/22,1,1,688981.0,内地企业,EL
SMIC Hong Kong International Company Limited,,2020/12/22;2020/12/23;2021/03/04,,,,港企,EL
"SMIC Northern Integrated Circuit Manufacturing (Beijing) Co., Ltd",中芯北方集成电路制造（北京）有限公司,2020/12/22,1,1,688981.0,内地企业,EL
Tianjin Micro Nano Manufacturing (MNMT),,2020/12/22,,,,研究所,EL
Tianjin University,天津大学,2020/12/22;2023/03/06,,,,高校,EL
Tongfang NucTech Technology Ltd.,同方威视技术股份有限公司,2020/12/22,1,1,600100.0,内地企业,EL
Wei Pang,,2020/12/22,,,,个人,EL
"Wuxi Zhongde Meilian Biotechnology Co., Ltd.",无锡中德美联生物技术有限公司,2020/12/22,1,1,300009.0,内地企业,EL
Zhao Gang,,2020/12/22,,,,个人,EL
Academy of Aerospace Solid Propulsion Technology (AASPT),航天动力技术研究院,2020/12/23,,,,研究所,MEU
AECC Aero Science & Technology Co. Ltd.,中国航发航空科技股份有限公司,2020/12/23,,,,内地企业,MEU
AECC Aviation Power Co. Ltd.,中国航发动力股份有限公司,2020/12/23,1,2,600839.0,内地企业,MEU
AECC Beijing Institute of Aeronautical. Materials,北京航空材料研究院,2020/12/23,,,,研究所,MEU
AECC China Gas Turbine Establishment,中国航发燃气轮机有限公司,2020/12/23,1,0,,内地企业,MEU
AECC Commercial Aircraft Engine Co. Ltd.,中国航发商用航空发动机有限责任公司,2020/12/23,1,0,,内地企业,MEU
"AECC Harbin Dongan Engine Co., Ltd.",中国航发哈尔滨东安发动机有限公司,2020/12/23,1,0,,内地企业,MEU
"AECC Shenyang Liming Aero Engine Co., Ltd.",中国航发沈阳黎明航空科技有限公司,2020/12/23,1,0,,内地企业,MEU
AECC South Industry Company Limited,中国航发湖南南方宇航工业有限公司,2020/12/23,1,0,,内地企业,MEU
Aero Engine Company of China,中国航空发动机集团有限公司,2020/12/23,2,0,,内地企业,MEU
Anhui Yingliu Hangyuan Power,安徽应流航源动力科技有限公司,2020/12/23,1,1,603308.0,内地企业,MEU
Aviation Industry Corporation of China,中国航空工业集团有限公司,2020/12/23,2,0,,内地企业,MEU
AVIC Aircraft Co. Ltd.,西安飞机资产管理有限公司,2020/12/23,1,0,,内地企业,MEU
"AVIC Chengdu Aircraft Industrial (GROUP) Co., Ltd.",成都飞机工业（集团）有限责任公司,2020/12/23,1,0,,内地企业,MEU
AVIC Flight Automatic Control Research Institute (FACRI),中国航空工业集团公司西安飞行自动控制研究所,2020/12/23,,,,研究所,MEU
AVIC General Aircraft Huanan Industry Co. Ltd.,中航通飞华南飞机工业有限公司,2020/12/23,1,0,,内地企业,MEU
"AVIC General Aircraft Zhejiang Institute Co., Ltd.",浙江中航通飞研究院有限公司,2020/12/23,1,0,,内地企业,MEU
AVIC International Holding Corporation,中国航空技术国际控股有限公司,2020/12/23,,,,内地企业,MEU
AVIC Leihua Electronic Technology Research Institute (LETRI),中国航空工业集团公司雷华电子技术研究所,2020/12/23,,,,研究所,MEU
"Baimtec Material Co., Ltd.",北京航空材料研究院股份有限公司,2020/12/23,2,2,688563.0,内地企业,MEU
Beijing Aero Lever Precision Ltd.,北京力威尔航空精密机械有限公司,2020/12/23,1,1,738.0,内地企业,MEU
"Beijing Ander Tech. Co., Ltd.",北京安达泰克科技有限公司,2020/12/23,2,0,,内地企业,MEU
"Beijing Guang Ming Electronics Co., Ltd.",北京光明远大电子有限公司,2020/12/23,0,0,,内地企业,MEU
"Beijing Siyuan Electronic Co., Ltd.",北京思源清能电气电子有限公司,2020/12/23,1,1,2028.0,内地企业,MEU
CAST Xi’an Spaceflight Engine Factory,西安航天发动机有限公司,2020/12/23,1,0,,内地企业,MEU
Chengdu Holy Aviation Science & Tech,成都航利航空科技有限责任公司,2020/12/23,1,0,,内地企业,MEU
China Aviation Ind. Std. Parts,中国航空工业标准件制造有限责任公司,2020/12/23,1,0,,内地企业,MEU
"Chongqing Optel Telecom Technology Co., Ltd",重庆奥普泰通信技术有限公司,2020/12/23,2,0,,内地企业,MEU
"CSSC Xijiang Shipbuilding Co., Ltd.",中船西江造船有限公司,2020/12/23,1,0,,内地企业,MEU
Elink Electronic Technology Co. Ltd,上海屹领电子科技有限公司,2020/12/23,0,0,,内地企业,MEU
Engine Company of China,中国航发航空科技股份有限公司,2020/12/23,1,2,600391.0,内地企业,MEU
Fly Raise International Limited,飛揚國際進出口有限公司,2020/12/23,,,,港企,MEU
Fuhua Precision Man. Co,合肥市富华精密机械制造有限公司,2020/12/23,0,0,,内地企业,MEU
Government Flying Service,香港特区政府飞行服务队,2020/12/23,,,,机关,MEU
"Guangzhou Hangxin Aviation Technology Co., Ltd",广州航新航空科技股份有限公司,2020/12/23,2,2,300424.0,内地企业,MEU
Guizhou Aviation Tech. Dev. Nat,贵州航宇科技发展股份有限公司,2020/12/23,2,2,688239.0,内地企业,MEU
Guizhou Liyang Intl Manufacturing Co Ltd.,贵州黎阳国际制造有限公司,2020/12/23,1,1,600893.0,内地企业,MEU
"Hafei Aviation Industry Co., Ltd. (HAFEI)",哈尔滨哈飞航空工业有限责任公司,2020/12/23,1,1,600038.0,内地企业,MEU
"Hangzhou Bearing Test & Research Center Co., Ltd",杭州轴承试验研究中心有限公司,2020/12/23,0,0,,内地企业,MEU
"Harbin General Aircraft Industry Co., Ltd.",哈尔滨通用飞机工业有限责任公司,2020/12/23,1,0,,内地企业,MEU
Henan Aerospace Precision Mach,河南航天精工制造有限公司,2020/12/23,1,0,,内地企业,MEU
"Hunan South General Aviation Engine Co., Ltd.",湖南南方通用航空发动机有限公司,2020/12/23,1,1,600893.0,内地企业,MEU
Jiangsu Meilong Aviation Components Co.,江苏美龙航空部件有限公司,2020/12/23,2,0,,内地企业,MEU
"Jiatai Aircraft Equipment Co., Ltd.",湖北航宇嘉泰飞机设备有限公司,2020/12/23,1,0,,内地企业,MEU
Jincheng Group Imp & Exp. Co. Ltd.,金城集团进出口有限公司,2020/12/23,1,0,,内地企业,MEU
"Laboratory of Toxicant Analysis, Institute of Pharmacology and Toxicology",军事医学科学院毒理药理物研究所毒物分析实验室,2020/12/23,,,,研究所,MEU
Molecular Devices Shanghai Corporation,美迪希实验仪器（上海）有限公司,2020/12/23,1,0,,内地企业,MEU
Nanjing Engineering Institute of Aircraft Systems (NEIAS),中国航空工业集团公司金城南京机电液压工程研究中心,2020/12/23,,,,研究所,MEU
National Satellite Meteorological Bureau,国家卫星气象中心,2020/12/23,,,,研究所,MEU
"Second Institute of Oceanography, Ministry of Natural Resources",自然资源部第二海洋研究所,2020/12/23,,,,研究所,MEU
"Shaanxi Aero Electric Co., Ltd.",陕西航空电气有限责任公司,2020/12/23,1,1,2013.0,内地企业,MEU
Shaanxi Aircaft Industry Co Ltd,陕西飞机工业有限责任公司,2020/12/23,1,1,768.0,内地企业,MEU
Shangha iAerospace Equip. Man.,上海航天设备制造总厂有限公司,2020/12/23,1,0,,内地企业,MEU
Shanghai Aircraft Design and Research Institute,上海飞机设计研究院,2020/12/23,,,,研究所,MEU
